"GeographyCode","QS110EW0001","QS110EW0002","QS110EW0003","QS110EW0004","QS110EW0005","QS110EW0006","QS110EW0007","QS110EW0008","QS110EW0009","QS110EW0010","QS110EW0011","QS110EW0012","QS110EW0013","QS110EW0014","QS110EW0015","QS110EW0016","QS110EW0017","QS110EW0018","QS110EW0019","QS110EW0020","QS110EW0021","QS110EW0022","QS110EW0023","QS110EW0024","QS110EW0025","QS110EW0026","QS110EW0027"
"E00004820",257,24,18,6,121,106,14,1,0,0,82,50,21,7,0,4,21,10,9,2,7,3,4,0,2,1,1
"E00004821",176,9,7,2,85,81,4,0,0,0,48,33,10,4,1,0,12,8,2,2,12,5,7,0,10,2,8
"E00004822",280,26,15,11,97,74,18,1,4,0,108,52,36,14,2,4,19,3,14,2,14,4,8,2,16,8,8
"E00004823",306,42,26,16,70,53,7,7,3,0,107,48,24,25,9,1,24,10,12,2,35,16,17,2,28,18,10
"E00004824",211,15,12,3,101,97,3,1,0,0,68,60,7,0,0,1,11,9,2,0,11,6,5,0,5,1,4
"E00004825",184,14,14,0,97,89,7,1,0,0,53,39,6,8,0,0,15,7,6,2,4,2,2,0,1,0,1
"E00004826",222,18,10,8,114,108,4,0,2,0,62,48,8,1,4,1,10,4,4,2,15,3,10,2,3,0,3
"E00004827",283,46,21,25,69,55,9,0,3,2,108,63,15,13,14,3,36,19,12,5,17,11,5,1,7,2,5
"E00004828",242,40,28,12,68,63,4,1,0,0,71,42,6,11,6,6,27,15,10,2,24,10,12,2,12,4,8
"E00004829",215,25,20,5,104,99,3,2,0,0,53,36,12,5,0,0,20,7,7,6,7,5,2,0,6,2,4
"E00004830",268,29,19,10,113,103,9,1,0,0,76,45,17,3,11,0,24,9,14,1,20,11,7,2,6,1,5
"E00004831",187,30,11,19,37,16,13,5,2,1,84,44,13,14,12,1,23,13,8,2,9,4,5,0,4,1,3
"E00004832",307,63,33,30,107,97,5,1,4,0,90,57,15,2,8,8,33,12,13,8,11,2,9,0,3,1,2
"E00004833",296,42,31,11,117,102,14,1,0,0,91,63,9,11,5,3,14,8,5,1,22,9,13,0,10,4,6
"E00004834",353,38,22,16,134,113,18,3,0,0,122,69,29,14,10,0,21,9,9,3,13,4,7,2,25,10,15
"E00004835",300,41,36,5,150,141,7,1,0,1,77,62,10,2,2,1,16,7,7,2,11,5,3,3,5,4,1
"E00004836",310,73,29,44,85,72,12,1,0,0,79,56,7,7,7,2,42,10,13,19,16,10,6,0,15,11,4
"E00004837",342,36,28,8,173,154,16,2,1,0,90,53,18,9,7,3,22,11,9,2,10,6,3,1,11,4,7
"E00004838",227,28,8,20,62,54,8,0,0,0,79,55,11,3,5,5,25,14,9,2,14,8,4,2,19,5,14
"E00004839",300,59,42,17,108,96,9,3,0,0,98,78,7,7,3,3,17,11,5,1,10,7,2,1,8,4,4
"E00004840",208,15,8,7,105,94,9,1,1,0,55,35,11,5,3,1,15,3,11,1,13,2,9,2,5,2,3
"E00004841",227,30,15,15,77,67,8,2,0,0,68,37,9,10,6,6,21,9,10,2,20,8,12,0,11,7,4
"E00004842",232,21,13,8,100,86,14,0,0,0,60,36,14,5,4,1,31,8,22,1,12,5,7,0,8,4,4
"E00004843",177,14,12,2,82,77,5,0,0,0,48,29,11,4,4,0,15,11,3,1,7,6,1,0,11,4,7
"E00004844",243,17,10,7,115,107,7,0,1,0,67,44,18,2,3,0,24,10,12,2,8,6,1,1,12,7,5
"E00004845",222,12,10,2,94,86,8,0,0,0,66,48,10,2,6,0,19,8,9,2,24,15,9,0,7,5,2
"E00004846",244,18,15,3,101,85,14,2,0,0,80,57,17,2,4,0,24,4,20,0,14,4,10,0,7,4,3
"E00004847",217,21,21,0,105,90,15,0,0,0,43,31,8,0,4,0,14,8,5,1,18,16,2,0,16,12,4
"E00004848",287,33,22,11,104,96,5,2,0,1,99,57,18,9,10,5,20,6,7,7,20,8,11,1,11,8,3
"E00004849",256,19,11,8,87,84,2,1,0,0,83,50,20,8,4,1,35,9,22,4,13,5,7,1,19,9,10
"E00004850",389,31,26,5,188,177,11,0,0,0,120,61,34,18,6,1,15,2,9,4,21,14,5,2,14,8,6
"E00004851",175,24,21,3,93,85,5,3,0,0,44,32,5,2,1,4,6,2,4,0,6,4,2,0,2,1,1
"E00004852",255,16,13,3,90,78,11,0,1,0,81,54,14,12,1,0,28,8,20,0,25,9,13,3,15,5,10
"E00004853",293,39,37,2,192,184,8,0,0,0,47,35,7,0,2,3,5,4,1,0,7,5,2,0,3,2,1
"E00174649",227,106,82,24,62,51,8,2,1,0,56,22,9,14,10,1,2,2,0,0,0,0,0,0,1,0,1
"E00174650",142,40,40,0,54,53,0,1,0,0,35,32,0,1,2,0,8,6,2,0,4,0,3,1,1,1,0
"E00174651",127,30,27,3,28,27,1,0,0,0,51,33,13,1,3,1,13,7,5,1,4,3,1,0,1,0,1
"E00174652",139,24,22,2,42,36,6,0,0,0,50,38,9,3,0,0,10,5,4,1,8,4,4,0,5,1,4
"E00174653",285,66,36,30,64,36,24,3,1,0,68,38,11,13,5,1,33,4,18,11,40,10,22,8,14,3,11
"E00174654",205,67,60,7,50,39,11,0,0,0,65,39,15,7,3,1,7,3,4,0,10,1,8,1,6,2,4
"E00174655",262,78,75,3,71,69,1,1,0,0,43,34,3,3,2,1,29,16,12,1,31,14,17,0,10,4,6
"E00174656",205,46,45,1,58,51,5,1,1,0,41,26,9,4,2,0,19,6,13,0,19,16,3,0,22,18,4
"E00174657",202,41,34,7,66,51,11,4,0,0,70,30,25,9,4,2,11,3,8,0,11,2,8,1,3,2,1
"E00174658",147,24,19,5,41,36,3,0,2,0,51,36,5,4,6,0,15,8,3,4,5,4,1,0,11,4,7
"E00174659",310,30,24,6,133,126,2,2,0,3,89,70,10,8,0,1,30,9,16,5,14,6,8,0,14,9,5
"E00174660",115,20,11,9,24,22,1,0,1,0,42,20,6,5,7,4,15,2,11,2,8,2,4,2,6,2,4
"E00174661",210,58,32,26,55,29,19,3,4,0,57,26,12,11,6,2,23,5,12,6,8,0,5,3,9,2,7
"E00174662",118,40,40,0,55,55,0,0,0,0,20,18,2,0,0,0,1,1,0,0,2,2,0,0,0,0,0
"E00174663",141,38,37,1,53,51,2,0,0,0,36,34,0,2,0,0,6,6,0,0,4,3,1,0,4,1,3
"E00174664",120,21,20,1,51,50,1,0,0,0,38,34,3,0,1,0,3,1,2,0,6,5,1,0,1,1,0
"E00174665",201,54,46,8,57,43,13,0,1,0,56,33,16,2,3,2,18,6,11,1,8,4,3,1,8,4,4
"E00174666",123,9,6,3,68,54,10,3,1,0,45,25,7,9,3,1,1,1,0,0,0,0,0,0,0,0,0
"E00174667",191,45,38,7,64,55,6,0,3,0,55,47,2,2,4,0,16,3,11,2,7,3,4,0,4,3,1
"E00174668",224,36,19,17,53,40,10,0,1,2,63,29,9,9,9,7,26,5,15,6,27,12,11,4,19,12,7
"E00174669",233,48,15,33,48,14,24,7,3,0,102,24,25,27,21,5,21,7,8,6,4,3,0,1,10,4,6
"E00174670",187,15,9,6,65,25,39,1,0,0,83,37,20,25,1,0,11,2,6,3,6,2,3,1,7,1,6
"E00174671",145,18,16,2,31,29,2,0,0,0,63,45,13,4,1,0,23,10,8,5,7,4,3,0,3,0,3
"E00174672",227,15,13,2,114,108,3,2,1,0,90,72,8,4,6,0,5,2,2,1,2,2,0,0,1,0,1
"E00174673",109,6,4,2,34,33,1,0,0,0,66,63,1,1,0,1,2,2,0,0,1,1,0,0,0,0,0
"E00174674",149,48,48,0,46,46,0,0,0,0,47,43,4,0,0,0,6,3,3,0,2,2,0,0,0,0,0
"E00174675",231,56,41,15,69,59,10,0,0,0,64,46,11,1,3,3,19,7,9,3,13,6,4,3,10,5,5
"E00174676",199,159,159,0,34,33,1,0,0,0,3,3,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1
"E00174677",271,33,19,14,95,65,22,8,0,0,93,45,19,17,9,3,16,7,7,2,19,8,9,2,15,11,4
"E00174678",218,31,28,3,95,85,9,1,0,0,53,37,10,4,1,1,17,2,15,0,15,6,8,1,7,4,3
"E00174679",62,33,33,0,17,14,3,0,0,0,10,9,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0
"E00174680",194,71,65,6,30,14,13,2,1,0,49,23,4,6,15,1,22,5,12,5,13,4,7,2,9,4,5
