"GeographyCode","QS605EW0001","QS605EW0002","QS605EW0003","QS605EW0004","QS605EW0005","QS605EW0006","QS605EW0007","QS605EW0008","QS605EW0009","QS605EW0010","QS605EW0011","QS605EW0012","QS605EW0013","QS605EW0014","QS605EW0015","QS605EW0016","QS605EW0017","QS605EW0018","QS605EW0019","QS605EW0020","QS605EW0021","QS605EW0022","QS605EW0023","QS605EW0024","QS605EW0025","QS605EW0026","QS605EW0027","QS605EW0028"
"E00004798",157,0,1,2,2,0,0,0,0,0,0,0,0,0,12,1,1,22,36,2,38,7,3,13,12,6,0,1
"E00004799",194,0,0,4,1,1,0,1,0,0,1,1,0,5,20,2,3,20,41,2,41,5,4,19,16,8,1,2
"E00004801",200,0,3,4,2,0,0,0,0,1,1,1,0,7,12,4,6,14,37,3,53,11,4,12,14,10,3,2
"E00004802",151,0,3,4,1,2,0,0,0,0,1,0,0,3,9,2,12,10,28,3,27,8,3,12,16,11,0,0
"E00004803",92,0,0,0,0,0,0,0,0,0,0,0,1,8,10,2,2,7,9,3,18,4,5,6,11,6,0,0
"E00004804",167,0,0,1,0,0,0,0,0,1,0,1,1,2,13,1,2,22,42,4,32,4,3,8,14,16,0,1
"E00004805",87,0,0,1,0,1,0,0,0,0,0,0,1,4,12,3,12,5,4,2,9,2,3,8,13,7,0,1
"E00004806",187,0,1,8,1,2,0,1,0,2,2,0,1,1,16,1,5,24,37,4,33,7,4,21,9,13,1,1
"E00004807",107,0,0,2,0,1,0,0,0,0,1,0,0,1,7,6,3,14,18,1,22,6,3,6,10,7,0,1
"E00004808",126,0,0,2,0,0,0,0,0,2,0,1,0,1,11,1,7,11,18,3,33,10,6,5,9,8,0,0
"E00004809",117,0,2,2,1,0,0,0,0,0,1,0,0,1,12,2,1,12,25,2,26,1,4,9,10,5,1,2
"E00004810",194,1,2,6,2,0,0,0,0,3,1,0,0,2,10,1,2,29,41,4,51,1,4,14,16,7,1,2
"E00004811",185,1,2,6,1,0,0,0,0,4,1,1,0,2,12,1,4,22,36,5,40,7,5,15,11,15,0,0
"E00004812",167,0,0,4,1,1,0,0,1,1,0,1,0,5,22,6,6,7,19,3,30,7,7,17,18,12,1,2
"E00004813",211,0,1,5,0,1,0,2,0,0,2,0,0,3,9,2,7,27,43,5,48,4,8,20,18,11,0,0
"E00004814",153,0,1,5,0,0,0,1,0,3,1,0,0,3,6,3,5,20,14,3,50,6,3,10,12,11,1,0
"E00004815",272,0,1,4,2,0,0,2,0,0,0,2,0,6,22,9,25,40,18,3,46,7,8,35,29,15,1,1
"E00004816",169,0,0,4,1,1,0,0,0,1,1,1,0,4,19,2,9,14,28,5,41,4,5,15,6,9,2,1
"E00004817",152,0,0,4,1,0,0,1,0,0,2,0,1,8,10,3,6,9,25,3,33,3,6,19,11,10,1,0
"E00004818",164,0,0,5,0,0,0,0,1,1,3,2,0,5,21,4,8,17,24,2,27,7,6,12,12,12,0,0
"E00004819",202,0,0,3,1,1,0,0,1,0,0,0,0,2,23,2,7,24,24,4,41,10,6,22,13,14,1,6
"E00004820",218,0,1,7,0,2,0,2,0,3,0,1,0,6,18,4,10,21,34,2,49,10,14,8,24,9,0,0
"E00004821",137,0,0,1,0,0,0,0,0,0,1,0,0,6,16,1,9,21,20,0,33,7,7,7,5,4,0,0
"E00004822",201,0,0,1,1,0,0,0,0,0,0,0,0,8,18,0,8,29,29,1,46,6,7,21,13,10,3,1
"E00004823",150,0,0,5,1,0,0,0,0,2,2,0,3,3,14,10,4,10,30,4,25,3,6,13,10,9,0,1
"E00004824",163,0,0,2,0,1,0,0,0,0,1,0,0,3,23,1,14,13,23,1,25,14,4,9,19,12,0,0
"E00004825",155,0,0,1,1,0,0,0,0,0,0,1,0,0,24,3,6,17,20,2,43,5,5,6,12,8,2,0
"E00004826",188,0,0,4,1,1,0,0,0,1,1,3,0,6,19,3,8,20,22,3,51,5,2,16,16,9,0,1
"E00004827",167,0,0,5,0,1,0,0,1,2,1,0,0,8,16,4,11,14,16,3,26,15,4,11,23,11,0,0
"E00004828",144,0,0,1,0,1,0,0,0,0,0,0,0,8,21,5,11,10,13,4,23,8,3,14,14,7,1,1
"E00004829",174,0,1,4,2,0,0,0,1,1,0,0,0,4,13,4,5,20,18,3,45,11,7,17,10,9,3,0
"E00004830",183,0,2,5,1,0,0,1,0,1,2,0,0,4,15,1,13,19,31,2,29,11,10,12,11,17,0,1
"E00004831",78,0,1,3,0,1,0,0,0,0,2,1,1,2,8,2,4,6,8,0,10,3,4,12,9,4,0,0
"E00004832",197,0,1,2,0,0,0,1,0,0,1,0,0,12,27,7,7,19,22,4,35,7,7,9,23,13,2,0
"E00004833",201,0,0,2,1,0,0,1,0,0,0,1,0,4,17,5,15,26,24,2,47,5,4,13,21,13,1,1
"E00004834",230,0,0,7,0,0,1,1,0,4,1,1,0,7,28,5,12,14,29,2,53,9,9,16,21,15,2,0
"E00004835",225,0,0,1,0,0,0,0,0,1,0,0,0,5,19,6,10,24,28,4,48,8,7,25,21,17,2,0
"E00004836",181,0,0,0,0,0,0,0,0,0,0,1,1,9,27,6,15,20,12,19,19,7,4,8,18,13,2,0
"E00004837",238,0,0,4,0,2,0,1,0,1,0,0,0,8,24,12,7,19,30,3,67,13,7,20,10,14,0,0
"E00004838",126,0,0,6,0,1,1,0,0,0,4,0,0,11,10,5,7,5,10,5,22,7,6,12,15,4,1,0
"E00004839",202,0,0,3,1,0,1,0,0,0,1,0,0,3,35,7,13,18,14,0,37,16,5,17,14,19,1,0
"E00004840",156,0,1,2,0,0,0,1,0,1,0,0,0,5,14,3,8,10,20,0,31,8,11,22,12,7,2,0
"E00004841",150,0,0,2,2,0,0,0,0,0,0,0,0,6,19,7,7,16,10,0,25,7,5,18,23,5,0,0
"E00004842",159,0,0,6,3,0,0,0,0,0,3,0,0,6,14,6,3,24,19,2,16,13,6,22,16,6,0,0
"E00004843",137,0,0,3,1,0,0,0,0,0,2,1,0,4,8,2,11,16,28,1,31,3,7,1,17,4,0,0
"E00004844",185,0,0,1,0,0,0,0,0,0,1,1,0,2,20,3,5,22,28,3,44,4,6,24,14,7,1,0
"E00004845",159,0,1,3,2,0,0,0,0,1,0,0,0,3,11,0,7,23,12,4,33,3,15,13,19,9,1,2
"E00004846",184,0,0,4,0,2,0,0,1,0,1,0,0,2,11,8,6,19,30,1,34,9,1,27,23,8,1,0
"E00004847",149,0,0,6,1,1,0,1,0,0,3,0,1,0,12,1,7,9,27,3,44,6,3,9,14,6,1,0
"E00004848",188,0,0,3,0,1,0,1,1,0,0,0,0,7,18,2,15,11,37,2,37,8,6,14,17,9,2,0
"E00004849",183,0,3,6,1,0,0,1,0,3,1,1,1,3,12,2,3,14,30,9,41,10,10,12,14,10,1,1
"E00004850",320,0,0,7,1,1,0,1,0,0,4,0,0,2,22,4,7,37,55,10,104,9,11,17,20,15,0,0
"E00004851",138,0,0,2,0,0,0,1,0,0,1,0,0,4,7,2,4,15,24,1,28,2,17,10,11,9,1,1
"E00004852",179,0,0,2,1,0,0,0,0,1,0,1,0,1,13,2,9,27,22,2,49,8,3,11,14,15,0,0
"E00004853",249,0,0,1,0,1,0,0,0,0,0,1,0,21,22,2,14,20,26,6,70,15,2,11,21,8,9,0
"E00174649",97,0,0,1,0,0,0,0,0,1,0,0,0,2,16,6,8,7,4,2,16,6,3,10,9,7,0,0
"E00174650",135,0,2,2,0,0,0,0,0,0,2,0,0,0,10,3,16,10,12,4,28,3,6,16,17,6,0,0
"E00174651",114,0,0,0,0,0,0,0,0,0,0,0,1,1,23,3,11,10,6,3,11,6,5,9,12,12,1,0
"E00174652",88,0,0,1,0,0,0,0,0,1,0,0,0,1,3,1,6,11,4,2,12,4,9,7,24,2,0,1
"E00174653",163,0,0,4,0,1,0,0,0,0,3,1,0,2,26,9,18,12,9,3,13,2,9,24,13,15,1,2
"E00174654",138,0,0,0,0,0,0,0,0,0,0,0,0,1,20,5,12,3,16,4,18,7,2,25,13,12,0,0
"E00174655",126,1,1,2,1,0,0,0,0,0,1,1,0,1,9,2,4,10,17,2,32,1,5,19,12,7,0,0
"E00174656",109,0,0,2,0,0,0,0,0,0,2,1,0,2,6,3,5,12,11,2,37,4,3,9,6,6,0,0
"E00174657",128,0,0,4,1,0,0,0,2,0,1,2,0,3,14,0,4,14,17,3,24,2,4,19,10,7,1,0
"E00174658",114,0,0,4,2,0,0,0,0,0,2,0,1,3,12,1,2,15,5,2,29,3,1,11,13,12,0,0
"E00174659",202,0,0,3,0,0,0,0,3,0,0,0,0,3,20,2,9,35,20,3,46,4,2,24,8,22,0,1
"E00174660",70,0,0,1,0,0,0,0,0,0,1,0,0,1,10,3,14,2,2,1,12,3,2,4,8,7,0,0
"E00174661",128,0,0,3,1,2,0,0,0,0,0,0,0,4,24,3,9,5,8,3,19,9,3,12,16,9,1,0
"E00174662",83,0,2,0,0,0,0,0,0,0,0,1,0,1,4,0,1,7,7,1,18,4,1,6,27,3,0,0
"E00174663",101,0,0,3,0,0,0,0,0,2,1,0,0,0,4,1,9,9,4,0,11,2,3,5,39,11,0,0
"E00174664",108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,5,0,8,0,2,2,80,0,0,1
"E00174665",116,0,1,2,0,0,0,1,0,0,1,1,0,1,18,0,9,14,7,2,20,2,4,8,17,8,1,1
"E00174666",100,0,0,1,0,0,0,1,0,0,0,0,0,4,7,1,2,14,9,2,24,1,7,10,14,4,0,0
"E00174667",132,0,0,3,0,1,0,0,0,1,1,0,0,8,14,11,7,10,1,3,27,7,4,16,12,9,0,0
"E00174668",101,0,0,2,0,0,0,0,0,0,2,0,0,2,17,4,3,11,4,5,8,3,8,13,11,10,0,0
"E00174669",125,0,0,1,0,1,0,0,0,0,0,0,1,4,17,5,12,6,4,5,13,2,10,21,12,10,2,0
"E00174670",141,0,3,2,0,0,0,0,0,1,1,0,0,3,8,8,0,2,34,2,8,4,2,22,40,3,0,0
"E00174671",114,0,1,1,0,0,0,0,0,1,0,0,0,5,7,3,5,15,19,2,25,3,1,9,8,10,0,0
"E00174672",205,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,21,0,0,5,1,3,5,160,5,0,0
"E00174673",107,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,1,2,4,5,88,0,0,0
"E00174674",98,0,1,2,0,0,0,0,0,2,0,0,0,0,9,1,7,7,7,1,26,5,4,12,6,10,0,0
"E00174675",143,0,0,6,2,1,0,0,0,3,0,1,0,5,8,2,5,9,15,3,42,3,4,16,10,14,0,0
"E00174676",16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,0,6,2,1,0,0
"E00174677",143,0,0,4,2,0,0,0,0,2,0,0,0,4,13,6,4,13,33,3,23,7,3,7,14,7,0,2
"E00174678",141,0,1,2,1,0,0,0,0,0,1,1,0,3,11,3,13,19,21,1,24,9,2,8,11,11,1,0
"E00174679",110,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,15,8,3,3,14,5,3,21,3,11,1,0
"E00174680",82,1,0,1,0,1,0,0,0,0,0,0,0,7,5,8,12,2,3,2,7,4,3,12,5,10,0,0
