OPR_DESC_TXT,BUS_SVC_NO_TXT,BUS_DIRCTN_TXT,BUS_ROUTE_SEQ_NUM,RD_NAM,BUS_STOP_DESC_TXT,OP_HR_1_TXT,OP_HR_2_TXT,ORIG_DEST_TXT,FARE_TXT,SVC_IND_CD,LATTD_TXT,LONGTD_TXT,BUS_STOP_CD,NO_SVC_IND,WEBSITE_TXT,CONTACT_TXT
"Transcity Bus Services","762","1","11","West Coast Road","Bus stop outside Blk 601","7.30am (1 trip, Monday to Friday)",,"Teban Gardens / West Coast to Church Street","$3.00","PREMIUM","1.30470638200000","103.76459820000000","17049","N","-","Email: info@citybus.com.sg Phone: 6282 1500"
"Transcity Bus Services","762","1","11","West Coast Road","Bus stop outside Blk 601","7.30am (1 trip, Monday to Friday)",,"Teban Gardens / West Coast to Church Street","$3.00","PREMIUM","1.30470638200000","103.76459820000000","17049","N","-","Email: info@citybus.com.sg Phone: 6282 1500"
"Transcity Bus Services","762","1","12","West Coast Road","Bus stop opposite West Bay Resort Condominium","7.30am (1 trip, Monday to Friday)",,"Teban Gardens / West Coast to Church Street","$3.00","PREMIUM","1.29908138900000","103.76700190000000","17389","N","-","Email: info@citybus.com.sg Phone: 6282 1500"
"Transcity Bus Services","762","1","12","West Coast Road","Bus stop opposite West Bay Resort Condominium","7.30am (1 trip, Monday to Friday)",,"Teban Gardens / West Coast to Church Street","$3.00","PREMIUM","1.29908138900000","103.76700190000000","17389","N","-","Email: info@citybus.com.sg Phone: 6282 1500"
"Transcity Bus Services","762","1","13","West Coast Road","Bus stop opposite Waseda Shibuya Senior High School","7.30am (1 trip, Monday to Friday)",,"Teban Gardens / West Coast to Church Street","$3.00","PREMIUM","1.29694570100000","103.76710300000000","17029","N","-","Email: info@citybus.com.sg Phone: 6282 1500"
"Transcity Bus Services","762","1","13","West Coast Road","Bus stop opposite Waseda Shibuya Senior High School","7.30am (1 trip, Monday to Friday)",,"Teban Gardens / West Coast to Church Street","$3.00","PREMIUM","1.29694570100000","103.76710300000000","17029","N","-","Email: info@citybus.com.sg Phone: 6282 1500"
"Transcity Bus Services","762","1","14","West Coast Road","Bus stop outside Varsity Park","7.30am (1 trip, Monday to Friday)",,"Teban Gardens / West Coast to Church Street","$3.00","PREMIUM","1.29379747900000","103.76705180000000","17019","N","-","Email: info@citybus.com.sg Phone: 6282 1500"
"Transcity Bus Services","762","1","14","West Coast Road","Bus stop outside Varsity Park","7.30am (1 trip, Monday to Friday)",,"Teban Gardens / West Coast to Church Street","$3.00","PREMIUM","1.29379747900000","103.76705180000000","17019","N","-","Email: info@citybus.com.sg Phone: 6282 1500"
"Transcity Bus Services","762","1","15","Keppel Road","Bus stop outside Customs Port Branch HQ","7.30am (1 trip, Monday to Friday)",,"Teban Gardens / West Coast to Church Street","$3.00","PREMIUM","1.27273463900000","103.84138830000000","05641","N","-","Email: info@citybus.com.sg Phone: 6282 1500"
"Transcity Bus Services","762","1","15","Keppel Road","Bus stop outside Customs Port Branch HQ","7.30am (1 trip, Monday to Friday)",,"Teban Gardens / West Coast to Church Street","$3.00","PREMIUM","1.27273463900000","103.84138830000000","05641","N","-","Email: info@citybus.com.sg Phone: 6282 1500"
"Transcity Bus Services","762","1","16","Anson Road","Bus stop outside Hub Synergy Point","7.30am (1 trip, Monday to Friday)",,"Teban Gardens / West Coast to Church Street","$3.00","PREMIUM","1.27397836900000","103.84489560000000","03222","N","-","Email: info@citybus.com.sg Phone: 6282 1500"
"Transcity Bus Services","762","1","16","Anson Road","Bus stop outside Hub Synergy Point","7.30am (1 trip, Monday to Friday)",,"Teban Gardens / West Coast to Church Street","$3.00","PREMIUM","1.27397836900000","103.84489560000000","03222","N","-","Email: info@citybus.com.sg Phone: 6282 1500"
"Transcity Bus Services","762","1","17","Robinson Road","Bus stop opposite SIA Building","7.30am (1 trip, Monday to Friday)",,"Teban Gardens / West Coast to Church Street","$3.00","PREMIUM","1.27782595360790","103.84810117197290","03111","N","-","Email: info@citybus.com.sg Phone: 6282 1500"
"Transcity Bus Services","762","1","17","Robinson Road","Bus stop opposite SIA Building","7.30am (1 trip, Monday to Friday)",,"Teban Gardens / West Coast to Church Street","$3.00","PREMIUM","1.27782595360790","103.84810117197290","03111","N","-","Email: info@citybus.com.sg Phone: 6282 1500"
"Transcity Bus Services","762","1","18","Robinson Road","Bus stop opposite The Ogilvy Centre","7.30am (1 trip, Monday to Friday)",,"Teban Gardens / West Coast to Church Street","$3.00","PREMIUM","1.27992132484601","103.84938031677060","03071","N","-","Email: info@citybus.com.sg Phone: 6282 1500"
"Transcity Bus Services","762","1","18","Robinson Road","Bus stop opposite The Ogilvy Centre","7.30am (1 trip, Monday to Friday)",,"Teban Gardens / West Coast to Church Street","$3.00","PREMIUM","1.27992132484601","103.84938031677060","03071","N","-","Email: info@citybus.com.sg Phone: 6282 1500"
"Transcity Bus Services","762","1","19","Robinson Road","Bus stop opposite AIA Tower","7.30am (1 trip, Monday to Friday)",,"Teban Gardens / West Coast to Church Street","$3.00","PREMIUM","1.28207492207952","103.85086074925066","03031","N","-","Email: info@citybus.com.sg Phone: 6282 1500"
"Transcity Bus Services","762","1","19","Robinson Road","Bus stop opposite AIA Tower","7.30am (1 trip, Monday to Friday)",,"Teban Gardens / West Coast to Church Street","$3.00","PREMIUM","1.28207492207952","103.85086074925066","03031","N","-","Email: info@citybus.com.sg Phone: 6282 1500"
"Transcity Bus Services","762","1","20","Church Street","Bus stop outside OCBC Centre","7.30am (1 trip, Monday to Friday)",,"Teban Gardens / West Coast to Church Street","$3.00","PREMIUM","1.28449667300000","103.84908690000000","05319","N","-","Email: info@citybus.com.sg Phone: 6282 1500"
"Transcity Bus Services","762","1","20","Church Street","Bus stop outside OCBC Centre","7.30am (1 trip, Monday to Friday)",,"Teban Gardens / West Coast to Church Street","$3.00","PREMIUM","1.28449667300000","103.84908690000000","05319","N","-","Email: info@citybus.com.sg Phone: 6282 1500"
"Commute Solutions LLP","763","1","1","Bayshore Road","Opposite the taxi stand outside The Bayshore Condominium","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.31191000000000","103.93866000000000",,"N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","1","Bayshore Road","Opposite the taxi stand outside The Bayshore Condominium","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.31191000000000","103.93866000000000",,"N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","2","Upper East Coast Road","Bus stop outside East Coast Ville","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.31453305600000","103.93750500000000","94029","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","2","Upper East Coast Road","Bus stop outside East Coast Ville","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.31453305600000","103.93750500000000","94029","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","3","Upper East Coast Road","Bus stop opposite Evergreen Avenue","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.31428516100000","103.93574950000000","94019","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","3","Upper East Coast Road","Bus stop opposite Evergreen Avenue","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.31428516100000","103.93574950000000","94019","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","4","Bedok South Avenue 1","Bus stop opposite Eastern Lagoon II","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.31277833400000","103.93415830000000","93131","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","4","Bedok South Avenue 1","Bus stop opposite Eastern Lagoon II","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.31277833400000","103.93415830000000","93131","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","5","Marine Parade Road","Bus stop outside Lagoon View","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.31073016700000","103.93298580000000","93049","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","5","Marine Parade Road","Bus stop outside Lagoon View","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.31073016700000","103.93298580000000","93049","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","6","Marine Parade Road","Bus stop outside Laguna Park","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.30958474800000","103.92954150000000","93039","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","6","Marine Parade Road","Bus stop outside Laguna Park","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.30958474800000","103.92954150000000","93039","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","7","Marine Parade Road","Bus stop outside Victoria School","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.30920003741893","103.92781269211483","93201","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","7","Marine Parade Road","Bus stop outside Victoria School","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.30920003741893","103.92781269211483","93201","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","8","Marine Parade Road","Bus stop outside Mandarin Gardens","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.30851455800000","103.92471050000000","93029","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","8","Marine Parade Road","Bus stop outside Mandarin Gardens","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.30851455800000","103.92471050000000","93029","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","9","Marine Parade Road","Bus stop outside Neptune Court","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.30787614400000","103.92111720000000","93019","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","9","Marine Parade Road","Bus stop outside Neptune Court","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.30787614400000","103.92111720000000","93019","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","10","Marine Parade Road","Bus stop outside CHIJ Katong Convent","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.30719171229410","103.91764721757994","92089","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","10","Marine Parade Road","Bus stop outside CHIJ Katong Convent","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.30719171229410","103.91764721757994","92089","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","11","Marine Parade Road","Bus stop outside Blk 57","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.30657806900000","103.91487670000000","92079","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","11","Marine Parade Road","Bus stop outside Blk 57","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.30657806900000","103.91487670000000","92079","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","12","Marine Parade Road","Bus stop outside Tao Nan School","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.30566306800000","103.91100520000000","92069","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","12","Marine Parade Road","Bus stop outside Tao Nan School","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.30566306800000","103.91100520000000","92069","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","13","Pasir Panjang Road","Bus stop outside Mapletree Business City","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.27426303773784","103.79839350407595","15159","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","13","Pasir Panjang Road","Bus stop outside Mapletree Business City","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.27426303773784","103.79839350407595","15159","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","14","Alexandra Road","Bus stop outside NOL Building","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.27452465500000","103.80183860000000","15041","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","14","Alexandra Road","Bus stop outside NOL Building","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.27452465500000","103.80183860000000","15041","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","15","Depot Road","Bus stop after Hewlett Packard","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.28176397706369","103.80958869712056","14209","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","763","1","15","Depot Road","Bus stop after Hewlett Packard","7.55am (one trip only, Mon-Fri, excluding Public Holidays)",,"Bayshore Road to Depot Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.28176397706369","103.80958869712056","14209","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"LGK Transport Services Pte Ltd","764","1","1","Clementi Road","Bus stop outside SIM HQ","10.00pm (1 trip only) (Monday to Friday, excl PH and Sim University School Holidays)",,"Sim University to Tampines MRT Station/ Interchange","$4.00","PREMIUM","1.32918315486756","103.77714711668540","12091","N",,"Email: lgktransport@lenamarine.com.sg Phone: 6734 1286"
"LGK Transport Services Pte Ltd","764","1","2","Tampines Avenue 4","Bus stop outside Tampines MRT Station/ Interchange","10.00pm (1 trip only) (Monday to Friday, excl PH and Sim University School Holidays)",,"Sim University to Tampines MRT Station/ Interchange","$4.00","PREMIUM","1.35366689109025","103.94609060451609","76141","N",,"Email: lgktransport@lenamarine.com.sg Phone: 6734 1286"
"Commute Solutions LLP","765","1","1","Woodlands Avenue 3","Bus stop outside Marsiling MRT Station","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.43237833345523","103.77429333367095","46521","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","765","1","1","Woodlands Avenue 3","Bus stop outside Marsiling MRT Station","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.43237833345523","103.77429333367095","46521","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","765","1","2","Woodlands Avenue 3","Bus stop outside Block 173","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.43240249999047","103.77751138903017","46531","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","765","1","2","Woodlands Avenue 3","Bus stop outside Block 173","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.43240249999047","103.77751138903017","46531","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","765","1","3","Woodlands Avenue 1","Bus stop after Block 336","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.43082500006702","103.78299083334520","46359","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","765","1","3","Woodlands Avenue 1","Bus stop after Block 336","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.43082500006702","103.78299083334520","46359","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","765","1","4","Woodlands Avenue 1","Bus stop after Block 353","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.43189704859310","103.78622445675852","46349","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","765","1","4","Woodlands Avenue 1","Bus stop after Block 353","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.43189704859310","103.78622445675852","46349","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","765","1","5","Woodlands Avenue 2","Bus stop outside Block 370","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.43352632033198","103.78798319246935","46339","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","765","1","5","Woodlands Avenue 2","Bus stop outside Block 370","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.43352632033198","103.78798319246935","46339","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","765","1","6","Woodlands Avenue 7","Bus stop outside Block 825","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.43878695707764","103.79002589502426","46281","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","765","1","6","Woodlands Avenue 7","Bus stop outside Block 825","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.43878695707764","103.79002589502426","46281","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","765","1","7","Woodlands Avenue 7","Bus stop outside Block 853","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.43921765358175","103.79299454006805","46391","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","765","1","7","Woodlands Avenue 7","Bus stop outside Block 853","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.43921765358175","103.79299454006805","46391","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","765","1","8","Woodlands Avenue 7","Bus stop outside Block 706","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.43964444400977","103.79740027801978","46761","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","765","1","8","Woodlands Avenue 7","Bus stop outside Block 706","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.43964444400977","103.79740027801978","46761","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","765","1","9","Woodlands Avenue 7","Bus stop opposite Admiralty MRT Station","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.44088808355944","103.80018670656507","46771","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","765","1","9","Woodlands Avenue 7","Bus stop opposite Admiralty MRT Station","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.44088808355944","103.80018670656507","46771","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","765","1","10","Woodlands Avenue 6","Bus stop outside Block 683A","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.43992642228620","103.80263149734922","47599","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","765","1","10","Woodlands Avenue 6","Bus stop outside Block 683A","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.43992642228620","103.80263149734922","47599","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","765","1","11","Woodlands Avenue 6","Bus stop opposite Blk 639","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.43790485200000","103.80352350000000","47549","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","765","1","11","Woodlands Avenue 6","Bus stop opposite Blk 639","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.43790485200000","103.80352350000000","47549","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
"Commute Solutions LLP","765","1","12","Woodlands Avenue 6","Bus stop opposite Blk 630","7.20am (one trip only, Mon-Fri, excluding Public Holidays)",,"Woodlands Avenue 3 - Pasir Panjang Road","Card: $4.50 per passenger per trip; Cash: $5.00 per passenger per trip","PREMIUM","1.43461254500000","103.80204560000000","47559","N","www.commute-solutions.com.sg","Email: enquiry@commute-solutions.com.sg Phone: 6734 0147"
