"DatasetId","ColumnVariableCode","ColumnVariableMeasurementUnit","ColumnVariableDescription"
"QS421EW","QS421EW0016","Count","Medical and care establishment: Other: Care home with nursing"
"QS421EW","QS421EW0017","Count","Medical and care establishment: Other: Care home without nursing"
"QS421EW","QS421EW0018","Count","Medical and care establishment: Other: Children's home (including secure units)"
"QS421EW","QS421EW0019","Count","Medical and care establishment: Other: Mental health hospital/unit (including secure units)"
"QS421EW","QS421EW0020","Count","Medical and care establishment: Other: Other hospital"
"QS421EW","QS421EW0021","Count","Medical and care establishment: Other: Other establishment"
"QS421EW","QS421EW0022","Count","Other establishment: Total"
"QS421EW","QS421EW0023","Count","Other establishment: Defence"
"QS421EW","QS421EW0024","Count","Other establishment: Prison service"
"QS421EW","QS421EW0025","Count","Other establishment: Approved premises (probation/bail hostel)"
"QS421EW","QS421EW0026","Count","Other establishment: Detention centres and other detention"
"QS421EW","QS421EW0027","Count","Other establishment: Education"
"QS421EW","QS421EW0028","Count","Other establishment: Hotel: guest house; B&B; youth hostel"
"QS421EW","QS421EW0029","Count","Other establishment: Hostel or temporary shelter for the homeless"
"QS421EW","QS421EW0030","Count","Other establishment: Holiday accommodation (for example holiday parks)"
"QS421EW","QS421EW0031","Count","Other establishment: Other travel or temporary accommodation"
"QS421EW","QS421EW0032","Count","Other establishment: Religious"
"QS421EW","QS421EW0033","Count","Other establishment: Staff/worker accommodation only"
"QS421EW","QS421EW0034","Count","Other establishment: Other"
"QS421EW","QS421EW0035","Count","Establishment not stated"
"QS501EW","QS501EW0001","Count","All categories: Highest level of qualification"
"QS501EW","QS501EW0002","Count","No qualifications"
"QS501EW","QS501EW0003","Count","Level 1 qualifications"
"QS501EW","QS501EW0004","Count","Level 2 qualifications"
"QS501EW","QS501EW0005","Count","Apprenticeship"
"QS501EW","QS501EW0006","Count","Level 3 qualifications"
"QS501EW","QS501EW0007","Count","Level 4 qualifications and above"
"QS501EW","QS501EW0008","Count","Other qualifications"
"QS502EW","QS502EW0001","Count","All usual residents aged 16 and over"
"QS502EW","QS502EW0002","Count","No qualifications"
"QS502EW","QS502EW0003","Count","1-4 O levels/CSE/GCSEs (any grades), Entry Level, Foundation Diploma"
"QS502EW","QS502EW0004","Count","NVQ Level 1, Foundation GNVQ, Basic Skills"
"QS502EW","QS502EW0005","Count","5+ O level (Passes)/CSEs (Grade 1)/GCSEs (Grades A*-C), School Certificate, 1 A level/2-3 AS levels/VCEs, Higher Diploma, Welsh Baccalaureate Intermediate Diploma"
"QS502EW","QS502EW0006","Count","NVQ Level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First/General Diploma, RSA Diploma"
"QS502EW","QS502EW0007","Count","Apprenticeship"
"QS502EW","QS502EW0008","Count","2+ A levels/VCEs, 4+ AS levels, Higher School Certificate, Progression/Advanced Diploma, Welsh Baccalaureate Advanced Diploma"
"QS502EW","QS502EW0009","Count","NVQ Level 3, Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma"
"QS502EW","QS502EW0010","Count","Degree (for example BA, BSc), Higher degree (for example MA, PhD, PGCE)"
"QS502EW","QS502EW0011","Count","NVQ Level 4-5, HNC, HND, RSA Higher Diploma, BTEC Higher Level"
"QS502EW","QS502EW0012","Count","Professional qualifications (for example teaching, nursing, accountancy)"
"QS502EW","QS502EW0013","Count","Other vocational/work-related qualifications"
"QS502EW","QS502EW0014","Count","Foreign qualifications"
"QS601EW","QS601EW0001","Count","All categories: Economic activity"
"QS601EW","QS601EW0002","Count","Economically active: Total"
"QS601EW","QS601EW0003","Count","Economically active: Employee: Part-time"
"QS601EW","QS601EW0004","Count","Economically active: Employee: Full-time"
"QS601EW","QS601EW0005","Count","Economically active: Self-employed with employees: Part-time"
"QS601EW","QS601EW0006","Count","Economically active: Self-employed with employees: Full-time"
"QS601EW","QS601EW0007","Count","Economically active: Self-employed without employees: Part-time"
"QS601EW","QS601EW0008","Count","Economically active: Self-employed without employees: Full-time"
"QS601EW","QS601EW0009","Count","Economically active: Unemployed"
"QS601EW","QS601EW0010","Count","Economically active: Full-time student"
"QS601EW","QS601EW0011","Count","Economically inactive: Total"
"QS601EW","QS601EW0012","Count","Economically inactive: Retired"
"QS601EW","QS601EW0013","Count","Economically inactive: Student (including full-time students)"
"QS601EW","QS601EW0014","Count","Economically inactive: Looking after home or family"
"QS601EW","QS601EW0015","Count","Economically inactive: Long-term sick or disabled"
"QS601EW","QS601EW0016","Count","Economically inactive: Other"
"QS602EW","QS602EW0001","Count","All categories: Economic activity"
"QS602EW","QS602EW0002","Count","Economically active: Total"
"QS602EW","QS602EW0003","Count","Economically active: Employee: Part-time"
"QS602EW","QS602EW0004","Count","Economically active: Employee: Full-time"
"QS602EW","QS602EW0005","Count","Economically active: Self-employed with employees: Part-time"
"QS602EW","QS602EW0006","Count","Economically active: Self-employed with employees: Full-time"
"QS602EW","QS602EW0007","Count","Economically active: Self-employed without employees: Part-time"
"QS602EW","QS602EW0008","Count","Economically active: Self-employed without employees: Full-time"
"QS602EW","QS602EW0009","Count","Economically active: Unemployed"
"QS602EW","QS602EW0010","Count","Economically active: Full-time student"
"QS602EW","QS602EW0011","Count","Economically inactive: Total"
"QS602EW","QS602EW0012","Count","Economically inactive: Retired"
"QS602EW","QS602EW0013","Count","Economically inactive: Student (including full-time students)"
"QS602EW","QS602EW0014","Count","Economically inactive: Looking after home or family"
"QS602EW","QS602EW0015","Count","Economically inactive: Long-term sick or disabled"
"QS602EW","QS602EW0016","Count","Economically inactive: Other"
"QS603EW","QS603EW0001","Count","All categories: Full-time students and economic activity"
"QS603EW","QS603EW0002","Count","Full-time students: Economically active: In employment"
"QS603EW","QS603EW0003","Count","Full-time students: Economically active: Unemployed"
"QS603EW","QS603EW0004","Count","Full-time students: Economically inactive"
"QS604EW","QS604EW0001","Count","All categories: Hours worked"
"QS604EW","QS604EW0002","Count","Part-time: Total"
"QS604EW","QS604EW0003","Count","Part-time: 15 hours or less worked"
"QS604EW","QS604EW0004","Count","Part-time: 16 to 30 hours worked"
"QS604EW","QS604EW0005","Count","Full-time: Total"
"QS604EW","QS604EW0006","Count","Full-time: 31 to 48 hours worked"
"QS604EW","QS604EW0007","Count","Full-time: 49 or more hours worked"
"QS605EW","QS605EW0001","Count","All categories: Industry"
"QS605EW","QS605EW0002","Count","A Agriculture, forestry and fishing"
"QS605EW","QS605EW0003","Count","B Mining and quarrying"
"QS605EW","QS605EW0004","Count","C Manufacturing"
"QS605EW","QS605EW0005","Count","C10-12 Manufacturing: Food, beverages and tobacco"
"QS605EW","QS605EW0006","Count","C13-15 Manufacturing: Textiles, wearing apparel and leather and related products"
"QS605EW","QS605EW0007","Count","C16,17 Manufacturing: Wood, paper and paper products"
"QS605EW","QS605EW0008","Count","C19-22 Manufacturing: Chemicals, chemical products, rubber and plastic"
"QS605EW","QS605EW0009","Count","C23-25 Manufacturing: Low tech"
"QS605EW","QS605EW0010","Count","C26-30 Manufacturing: High tech"
"QS605EW","QS605EW0011","Count","C18, 31, 32 Manufacturing: Other"
"QS605EW","QS605EW0012","Count","D Electricity, gas, steam and air conditioning supply"
"QS605EW","QS605EW0013","Count","E Water supply, sewerage, waste management and remediation activities"
"QS605EW","QS605EW0014","Count","F Construction"
"QS605EW","QS605EW0015","Count","G Wholesale and retail trade; repair of motor vehicles and motor cycles"
"QS605EW","QS605EW0016","Count","H Transport and storage"
"QS605EW","QS605EW0017","Count","I Accommodation and food service activities"
"QS605EW","QS605EW0018","Count","J Information and communication"
"QS605EW","QS605EW0019","Count","K Financial and insurance activities"
"QS605EW","QS605EW0020","Count","L Real estate activities"
"QS605EW","QS605EW0021","Count","M Professional, scientific and technical activities"
"QS605EW","QS605EW0022","Count","N Administrative and support service activities"
"QS605EW","QS605EW0023","Count","O Public administration and defence; compulsory social security"
"QS605EW","QS605EW0024","Count","P Education"
"QS605EW","QS605EW0025","Count","Q Human health and social work activities"
"QS605EW","QS605EW0026","Count","R,S Arts, entertainment and recreation; other service activities"
"QS605EW","QS605EW0027","Count","T Activities of households as employers; undifferentiated goods - and services - producing activities of households for own use"
"QS605EW","QS605EW0028","Count","U Activities of extraterritorial organisations and bodies"
"QS606EW","QS606EW0001","Count","All categories: Occupation"
"QS606EW","QS606EW0002","Count","Managers, directors and senior officials"
"QS606EW","QS606EW0003","Count","Managers, directors and senior officials;     Corporate managers and directors"
"QS606EW","QS606EW0004","Count","Managers, directors and senior officials;     Corporate managers and directors;         Chief Executives and Senior Officials"
"QS606EW","QS606EW0005","Count","Managers, directors and senior officials;     Corporate managers and directors;         Production Managers and Directors"
"QS606EW","QS606EW0006","Count","Managers, directors and senior officials;     Corporate managers and directors;         Functional Managers and Directors"
"QS606EW","QS606EW0007","Count","Managers, directors and senior officials;     Corporate managers and directors;         Financial Institution Managers and Directors"
"QS606EW","QS606EW0008","Count","Managers, directors and senior officials;     Corporate managers and directors;         Managers and Directors in Transport and Logistics"
"QS606EW","QS606EW0009","Count","Managers, directors and senior officials;     Corporate managers and directors;         Senior Officers in Protective Services"
"QS606EW","QS606EW0010","Count","Managers, directors and senior officials;     Corporate managers and directors;         Health and Social Services Managers and Directors"
"QS606EW","QS606EW0011","Count","Managers, directors and senior officials;     Corporate managers and directors;         Managers and Directors in Retail and Wholesale"
"QS606EW","QS606EW0012","Count","Managers, directors and senior officials;     Other managers and proprietors"
"QS606EW","QS606EW0013","Count","Managers, directors and senior officials;     Other managers and proprietors;         Managers and Proprietors in Agriculture Related Services"
"QS606EW","QS606EW0014","Count","Managers, directors and senior officials;     Other managers and proprietors;         Managers and Proprietors in Hospitality and Leisure Services"
"QS606EW","QS606EW0015","Count","Managers, directors and senior officials;     Other managers and proprietors;         Managers and Proprietors in Health and Care Services"
"QS606EW","QS606EW0016","Count","Managers, directors and senior officials;     Other managers and proprietors;         Managers and Proprietors in Other Services"
"QS606EW","QS606EW0017","Count","Professional occupations"
"QS606EW","QS606EW0018","Count","Professional occupations;     Science, research, engineering and technology professionals"
"QS606EW","QS606EW0019","Count","Professional occupations;     Science, research, engineering and technology professionals;         Natural and Social Science Professionals"
"QS606EW","QS606EW0020","Count","Professional occupations;     Science, research, engineering and technology professionals;         Engineering Professionals"
"QS606EW","QS606EW0021","Count","Professional occupations;     Science, research, engineering and technology professionals;         Information Technology and Telecommunications Professionals"
"QS606EW","QS606EW0022","Count","Professional occupations;     Science, research, engineering and technology professionals;         Conservation and Environment Professionals"
"QS606EW","QS606EW0023","Count","Professional occupations;     Science, research, engineering and technology professionals;         Research and Development Managers "
"QS606EW","QS606EW0024","Count","Professional occupations;     Health professionals"
"QS606EW","QS606EW0025","Count","Professional occupations;     Health professionals;         Health Professionals"
"QS606EW","QS606EW0026","Count","Professional occupations;     Health professionals;         Therapy Professionals"
"QS606EW","QS606EW0027","Count","Professional occupations;     Health professionals;         Nursing and Midwifery Professionals"
"QS606EW","QS606EW0028","Count","Professional occupations;     Teaching and educational professionals"
"QS606EW","QS606EW0029","Count","Professional occupations;     Teaching and educational professionals;         Teaching and Educational Professionals"
"QS606EW","QS606EW0030","Count","Professional occupations;     Business, media and public service professionals"
"QS606EW","QS606EW0031","Count","Professional occupations;     Business, media and public service professionals;         Legal Professionals"
"QS606EW","QS606EW0032","Count","Professional occupations;     Business, media and public service professionals;         Business, Research and Administrative Professionals"
"QS606EW","QS606EW0033","Count","Professional occupations;     Business, media and public service professionals;         Architects, Town Planners and Surveyors"
"QS606EW","QS606EW0034","Count","Professional occupations;     Business, media and public service professionals;         Welfare Professionals"
"QS606EW","QS606EW0035","Count","Professional occupations;     Business, media and public service professionals;         Librarians and Related Professionals"
"QS606EW","QS606EW0036","Count","Professional occupations;     Business, media and public service professionals;         Quality and Regulatory Professionals"
"QS606EW","QS606EW0037","Count","Professional occupations;     Business, media and public service professionals;         Media Professionals"
"QS606EW","QS606EW0038","Count","Associate professional and technical occupations"
"QS606EW","QS606EW0039","Count","Associate professional and technical occupations;     Science, engineering and technology associate professionals"
"QS606EW","QS606EW0040","Count","Associate professional and technical occupations;     Science, engineering and technology associate professionals;         Science, Engineering and Production Technicians"
"QS606EW","QS606EW0041","Count","Associate professional and technical occupations;     Science, engineering and technology associate professionals;         Draughtspersons and Related Architectural Technicians"
"QS606EW","QS606EW0042","Count","Associate professional and technical occupations;     Science, engineering and technology associate professionals;         Information Technology Technicians"
"QS606EW","QS606EW0043","Count","Associate professional and technical occupations;     Health and social care associate professionals"
"QS606EW","QS606EW0044","Count","Associate professional and technical occupations;     Health and social care associate professionals;         Health Associate Professionals"
"QS606EW","QS606EW0045","Count","Associate professional and technical occupations;     Health and social care associate professionals;         Welfare and Housing Associate Professionals"
"QS606EW","QS606EW0046","Count","Associate professional and technical occupations;     Protective service occupations"
"QS606EW","QS606EW0047","Count","Associate professional and technical occupations;     Protective service occupations;         Protective Service Occupations"
"QS606EW","QS606EW0048","Count","Associate professional and technical occupations;     Culture, media and sports occupations"
"QS606EW","QS606EW0049","Count","Associate professional and technical occupations;     Culture, media and sports occupations;         Artistic, Literary and Media Occupations"
"QS606EW","QS606EW0050","Count","Associate professional and technical occupations;     Culture, media and sports occupations;         Design Occupations"
"QS606EW","QS606EW0051","Count","Associate professional and technical occupations;     Culture, media and sports occupations;         Sports and Fitness Occupations"
"QS606EW","QS606EW0052","Count","Associate professional and technical occupations;     Business and public service associate professionals"
"QS606EW","QS606EW0053","Count","Associate professional and technical occupations;     Business and public service associate professionals;         Transport Associate Professionals"
"QS606EW","QS606EW0054","Count","Associate professional and technical occupations;     Business and public service associate professionals;         Legal Associate Professionals"
"QS606EW","QS606EW0055","Count","Associate professional and technical occupations;     Business and public service associate professionals;         Business, Finance and Related Associate Professionals"
"QS606EW","QS606EW0056","Count","Associate professional and technical occupations;     Business and public service associate professionals;         Sales, Marketing and Related Associate Professionals"
"QS606EW","QS606EW0057","Count","Associate professional and technical occupations;     Business and public service associate professionals;         Conservation and Environmental associate professionals"
"QS606EW","QS606EW0058","Count","Associate professional and technical occupations;     Business and public service associate professionals;         Public Services and Other Associate Professionals"
"QS606EW","QS606EW0059","Count","Administrative and secretarial occupations"
"QS606EW","QS606EW0060","Count","Administrative and secretarial occupations;     Administrative occupations"
"QS606EW","QS606EW0061","Count","Administrative and secretarial occupations;     Administrative occupations;         Administrative Occupations: Government and Related Organisations"
"QS606EW","QS606EW0062","Count","Administrative and secretarial occupations;     Administrative occupations;         Administrative Occupations: Finance"
"QS606EW","QS606EW0063","Count","Administrative and secretarial occupations;     Administrative occupations;         Administrative Occupations: Records"
"QS606EW","QS606EW0064","Count","Administrative and secretarial occupations;     Administrative occupations;         Other Administrative Occupations"
"QS606EW","QS606EW0065","Count","Administrative and secretarial occupations;     Administrative occupations;         Administrative Occupations: Office Managers and Supervisors"
"QS606EW","QS606EW0066","Count","Administrative and secretarial occupations;     Secretarial and related occupations"
"QS606EW","QS606EW0067","Count","Administrative and secretarial occupations;     Secretarial and related occupations;         Secretarial and Related Occupations"
"QS606EW","QS606EW0068","Count","Skilled trades occupations"
"QS606EW","QS606EW0069","Count","Skilled trades occupations;     Skilled agricultural and related trades"
"QS606EW","QS606EW0070","Count","Skilled trades occupations;     Skilled agricultural and related trades;         Agricultural and Related Trades"
"QS606EW","QS606EW0071","Count","Skilled trades occupations;     Skilled metal, electrical and electronic trades"
"QS606EW","QS606EW0072","Count","Skilled trades occupations;     Skilled metal, electrical and electronic trades;         Metal Forming, Welding and Related Trades"
"QS606EW","QS606EW0073","Count","Skilled trades occupations;     Skilled metal, electrical and electronic trades;         Metal Machining, Fitting and Instrument Making Trades"
"QS606EW","QS606EW0074","Count","Skilled trades occupations;     Skilled metal, electrical and electronic trades;         Vehicle Trades"
"QS606EW","QS606EW0075","Count","Skilled trades occupations;     Skilled metal, electrical and electronic trades;         Electrical and Electronic Trades"
"QS606EW","QS606EW0076","Count","Skilled trades occupations;     Skilled metal, electrical and electronic trades;         Skilled Metal, Electrical and Electronic Trades Supervisors"
"QS606EW","QS606EW0077","Count","Skilled trades occupations;     Skilled construction and building trades"
"QS606EW","QS606EW0078","Count","Skilled trades occupations;     Skilled construction and building trades;         Construction and Building Trades"
"QS606EW","QS606EW0079","Count","Skilled trades occupations;     Skilled construction and building trades;         Building Finishing Trades"
"QS606EW","QS606EW0080","Count","Skilled trades occupations;     Skilled construction and building trades;         Construction and Building Trades Supervisors"
"QS606EW","QS606EW0081","Count","Skilled trades occupations;     Textiles, printing and other skilled trades"
"QS606EW","QS606EW0082","Count","Skilled trades occupations;     Textiles, printing and other skilled trades;         Textiles and Garments Trades"
"QS606EW","QS606EW0083","Count","Skilled trades occupations;     Textiles, printing and other skilled trades;         Printing Trades"
"QS606EW","QS606EW0084","Count","Skilled trades occupations;     Textiles, printing and other skilled trades;         Food Preparation and Hospitality Trades"
"QS606EW","QS606EW0085","Count","Skilled trades occupations;     Textiles, printing and other skilled trades;         Other Skilled Trades"
"QS606EW","QS606EW0086","Count","Caring, leisure and other service occupations"
"QS606EW","QS606EW0087","Count","Caring, leisure and other service occupations;     Caring personal service occupations"
"QS606EW","QS606EW0088","Count","Caring, leisure and other service occupations;     Caring personal service occupations;         Childcare and Related Personal Services"
"QS606EW","QS606EW0089","Count","Caring, leisure and other service occupations;     Caring personal service occupations;         Animal Care and Control Services"
"QS606EW","QS606EW0090","Count","Caring, leisure and other service occupations;     Caring personal service occupations;         Caring Personal Services"
"QS606EW","QS606EW0091","Count","Caring, leisure and other service occupations;     Leisure, travel and related personal service occupations"
"QS606EW","QS606EW0092","Count","Caring, leisure and other service occupations;     Leisure, travel and related personal service occupations;         Leisure and Travel Services"
"QS606EW","QS606EW0093","Count","Caring, leisure and other service occupations;     Leisure, travel and related personal service occupations;         Hairdressers and Related Services"
"QS606EW","QS606EW0094","Count","Caring, leisure and other service occupations;     Leisure, travel and related personal service occupations;         Housekeeping and Related Services"
"QS606EW","QS606EW0095","Count","Caring, leisure and other service occupations;     Leisure, travel and related personal service occupations;         Cleaning and Housekeeping Managers and Supervisors"
"QS606EW","QS606EW0096","Count","Sales and customer service occupations"
"QS606EW","QS606EW0097","Count","Sales and customer service occupations;     Sales occupations"
"QS606EW","QS606EW0098","Count","Sales and customer service occupations;     Sales occupations;         Sales Assistants and Retail Cashiers"
"QS606EW","QS606EW0099","Count","Sales and customer service occupations;     Sales occupations;         Sales Related Occupations"
"QS606EW","QS606EW0100","Count","Sales and customer service occupations;     Sales occupations;         Sales Supervisors"
"QS606EW","QS606EW0101","Count","Sales and customer service occupations;     Customer service occupations"
"QS606EW","QS606EW0102","Count","Sales and customer service occupations;     Customer service occupations;         Customer Service Occupations"
"QS606EW","QS606EW0103","Count","Sales and customer service occupations;     Customer service occupations;         Customer Service Managers and Supervisors"
"QS606EW","QS606EW0104","Count","Process, plant and machine operatives"
"QS606EW","QS606EW0105","Count","Process, plant and machine operatives;     Process, plant and machine operatives"
"QS606EW","QS606EW0106","Count","Process, plant and machine operatives;     Process, plant and machine operatives;         Process Operatives"
"QS606EW","QS606EW0107","Count","Process, plant and machine operatives;     Process, plant and machine operatives;         Plant and Machine Operatives"
"QS606EW","QS606EW0108","Count","Process, plant and machine operatives;     Process, plant and machine operatives;         Assemblers and Routine Operatives"
"QS606EW","QS606EW0109","Count","Process, plant and machine operatives;     Process, plant and machine operatives;         Construction Operatives"
"QS606EW","QS606EW0110","Count","Process, plant and machine operatives;     Transport and mobile machine drivers and operatives"
"QS606EW","QS606EW0111","Count","Process, plant and machine operatives;     Transport and mobile machine drivers and operatives;         Road Transport Drivers"
"QS606EW","QS606EW0112","Count","Process, plant and machine operatives;     Transport and mobile machine drivers and operatives;         Mobile Machine Drivers and Operatives"
"QS606EW","QS606EW0113","Count","Process, plant and machine operatives;     Transport and mobile machine drivers and operatives;         Other Drivers and Transport Operatives"
"QS606EW","QS606EW0114","Count","Elementary occupations"
"QS606EW","QS606EW0115","Count","Elementary occupations;     Elementary trades and related occupations"
"QS606EW","QS606EW0116","Count","Elementary occupations;     Elementary trades and related occupations;         Elementary Agricultural Occupations"
"QS606EW","QS606EW0117","Count","Elementary occupations;     Elementary trades and related occupations;         Elementary Construction Occupations"
"QS606EW","QS606EW0118","Count","Elementary occupations;     Elementary trades and related occupations;         Elementary Process Plant Occupations"
"QS606EW","QS606EW0119","Count","Elementary occupations;     Elementary administration and service occupations"
"QS606EW","QS606EW0120","Count","Elementary occupations;     Elementary administration and service occupations;         Elementary Administration Occupations"
"QS606EW","QS606EW0121","Count","Elementary occupations;     Elementary administration and service occupations;         Elementary Cleaning Occupations"
"QS606EW","QS606EW0122","Count","Elementary occupations;     Elementary administration and service occupations;         Elementary Security Occupations"
"QS606EW","QS606EW0123","Count","Elementary occupations;     Elementary administration and service occupations;         Elementary Sales Occupations"
"QS606EW","QS606EW0124","Count","Elementary occupations;     Elementary administration and service occupations;         Elementary Storage Occupations"
"QS606EW","QS606EW0125","Count","Elementary occupations;     Elementary administration and service occupations;         Other Elementary Services Occupations"
"QS607EW","QS607EW0001","Count","All categories: NS-SeC"
"QS607EW","QS607EW0002","Count","1. Higher managerial, administrative and professional occupations"
"QS607EW","QS607EW0003","Count","1.1 Large employers and higher managerial and administrative occupations"
"QS607EW","QS607EW0004","Count","L1 Employers in large establishments"
"QS607EW","QS607EW0005","Count","L2 Higher managerial and administrative occupations"
"QS607EW","QS607EW0006","Count","1.2 Higher professional occupations"
"QS607EW","QS607EW0007","Count","L3.1 Traditional employees"
"QS607EW","QS607EW0008","Count","L3.2 New employees"
"QS607EW","QS607EW0009","Count","L3.3 Traditional self-employed"
"QS607EW","QS607EW0010","Count","L3.4 New self-employed"
"QS607EW","QS607EW0011","Count","2. Lower managerial, administrative and professional occupations"
"QS607EW","QS607EW0012","Count","L4 Lower professional and higher technical occupations"
"QS607EW","QS607EW0013","Count","L4.1 Traditional employees"
"QS607EW","QS607EW0014","Count","L4.2 New employees"
"QS607EW","QS607EW0015","Count","L4.3 Traditional self-employed"
"QS607EW","QS607EW0016","Count","L4.4 New self-employed"
"QS607EW","QS607EW0017","Count","L5 Lower managerial and administrative occupations"
"QS607EW","QS607EW0018","Count","L6 Higher supervisory occupations"
"QS607EW","QS607EW0019","Count","3. Intermediate occupations"
"QS607EW","QS607EW0020","Count","L7.1 Intermediate clerical and administrative occupations"
"QS607EW","QS607EW0021","Count","L7.2 Intermediate sales and service occupations"
"QS607EW","QS607EW0022","Count","L7.3 Intermediate technical and auxiliary occupations"
"QS607EW","QS607EW0023","Count","L7.4 Intermediate engineering occupations"
"QS607EW","QS607EW0024","Count","4. Small employers and own account workers"
"QS607EW","QS607EW0025","Count","L8 Employers in small establishments"
"QS607EW","QS607EW0026","Count","L8.1 Employers in small establishments in industry, commerce, services etc."
"QS607EW","QS607EW0027","Count","L8.2 Employers in small establishments in agriculture"
"QS607EW","QS607EW0028","Count","L9 Own account workers"
"QS607EW","QS607EW0029","Count","L9.1 Own account workers (non-professional)"
"QS607EW","QS607EW0030","Count","L9.2 Own account workers (agriculture)"
"QS607EW","QS607EW0031","Count","5. Lower supervisory and technical occupations"
"QS607EW","QS607EW0032","Count","L10 Lower supervisory occupations"
"QS607EW","QS607EW0033","Count","L11 Lower technical occupations"
"QS607EW","QS607EW0034","Count","L11.1 Lower technical craft occupations"
"QS607EW","QS607EW0035","Count","L11.2 Lower technical process operative occupations"
"QS607EW","QS607EW0036","Count","6. Semi-routine occupations"
"QS607EW","QS607EW0037","Count","L12.1 Semi-routine sales occupations"
"QS607EW","QS607EW0038","Count","L12.2 Semi-routine service occupations"
"QS607EW","QS607EW0039","Count","L12.3 Semi-routine technical occupations"
"QS607EW","QS607EW0040","Count","L12.4 Semi-routine operative occupations"
"QS607EW","QS607EW0041","Count","L12.5 Semi-routine agricultural occupations"
"QS607EW","QS607EW0042","Count","L12.6 Semi-routine clerical occupations"
"QS607EW","QS607EW0043","Count","L12.7 Semi-routine childcare occupations"
"QS607EW","QS607EW0044","Count","7. Routine occupations"
"QS607EW","QS607EW0045","Count","L13.1 Routine sales and service occupations"
"QS607EW","QS607EW0046","Count","L13.2 Routine production occupations"
"QS607EW","QS607EW0047","Count","L13.3 Routine technical occupations"
"QS607EW","QS607EW0048","Count","L13.4 Routine operative occupations"
"QS607EW","QS607EW0049","Count","L13.5 Routine agricultural occupations"
"QS607EW","QS607EW0050","Count","8. Never worked and long-term unemployed"
"QS607EW","QS607EW0051","Count","L14.1 Never worked"
"QS607EW","QS607EW0052","Count","L14.2 Long-term unemployed"
"QS607EW","QS607EW0053","Count","Not classified"
"QS607EW","QS607EW0054","Count","L15 Full-time students"
"QS607EW","QS607EW0055","Count","L17 Not classifiable for other reasons"
"QS608EW","QS608EW0001","Count","All categories: NS-SeC of Household Reference Person"
"QS608EW","QS608EW0002","Count","1. Higher managerial, administrative and professional occupations"
"QS608EW","QS608EW0003","Count","1.1 Large employers and higher managerial and administrative occupations"
"QS608EW","QS608EW0004","Count","L1 Employers in large establishments"
"QS608EW","QS608EW0005","Count","L2 Higher managerial and administrative occupations"
"QS608EW","QS608EW0006","Count","1.2 Higher professional occupations"
"QS608EW","QS608EW0007","Count","L3.1 Traditional employees"
"QS608EW","QS608EW0008","Count","L3.2 New employees"
"QS608EW","QS608EW0009","Count","L3.3 Traditional self-employed"
"QS608EW","QS608EW0010","Count","L3.4 New self-employed"
"QS608EW","QS608EW0011","Count","2. Lower managerial, administrative and professional occupations"
"QS608EW","QS608EW0012","Count","L4 Lower professional and higher technical occupations"
"QS608EW","QS608EW0013","Count","L4.1 Traditional employees"
"QS608EW","QS608EW0014","Count","L4.2 New employees"
"QS608EW","QS608EW0015","Count","L4.3 Traditional self-employed"
"QS608EW","QS608EW0016","Count","L4.4 New self-employed"
"QS608EW","QS608EW0017","Count","L5 Lower managerial and administrative occupations"
"QS608EW","QS608EW0018","Count","L6 Higher supervisory occupations"
"QS608EW","QS608EW0019","Count","3. Intermediate occupations"
"QS608EW","QS608EW0020","Count","L7.1 Intermediate clerical and administrative occupations"
"QS608EW","QS608EW0021","Count","L7.2 Intermediate sales and service occupations"
"QS608EW","QS608EW0022","Count","L7.3 Intermediate technical and auxiliary occupations"
"QS608EW","QS608EW0023","Count","L7.4 Intermediate engineering occupations"
"QS608EW","QS608EW0024","Count","4. Small employers and own account workers"
"QS608EW","QS608EW0025","Count","L8 Employers in small establishments"
"QS608EW","QS608EW0026","Count","L8.1 Employers in small establishments in industry, commerce, services etc."
"QS608EW","QS608EW0027","Count","L8.2 Employers in small establishments in agriculture"
"QS608EW","QS608EW0028","Count","L9 Own account workers"
"QS608EW","QS608EW0029","Count","L9.1 Own account workers (non-professional)"
"QS608EW","QS608EW0030","Count","L9.2 Own account workers (agriculture)"
"QS608EW","QS608EW0031","Count","5. Lower supervisory and technical occupations"
"QS608EW","QS608EW0032","Count","L10 Lower supervisory occupations"
"QS608EW","QS608EW0033","Count","L11 Lower technical occupations"
"QS608EW","QS608EW0034","Count","L11.1 Lower technical craft occupations"
"QS608EW","QS608EW0035","Count","L11.2 Lower technical process operative occupations"
"QS608EW","QS608EW0036","Count","6. Semi-routine occupations"
"QS608EW","QS608EW0037","Count","L12.1 Semi-routine sales occupations"
"QS608EW","QS608EW0038","Count","L12.2 Semi-routine service occupations"
"QS608EW","QS608EW0039","Count","L12.3 Semi-routine technical occupations"
"QS608EW","QS608EW0040","Count","L12.4 Semi-routine operative occupations"
"QS608EW","QS608EW0041","Count","L12.5 Semi-routine agricultural occupations"
"QS608EW","QS608EW0042","Count","L12.6 Semi-routine clerical occupations"
"QS608EW","QS608EW0043","Count","L12.7 Semi-routine childcare occupations"
"QS608EW","QS608EW0044","Count","7. Routine occupations"
"QS608EW","QS608EW0045","Count","L13.1 Routine sales and service occupations"
